"Name","Full Ticker","Ticker","P/E Ratio"
"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.","SEHK:2196",2196,29.1774
"iShares Asia Trust - iShares Core CSI 300 Index ETF","SEHK:9846",9846,
"United Strength Power Holdings Limited","SEHK:2337",2337,111.0754
"Lee's Pharmaceutical Holdings Limited","SEHK:950",950,20.7514
"iShares Asia Trust - iShares Core CSI 300 Index ETF","SEHK:82846",82846,
"iShares Asia Trust - iShares Core CSI 300 Index ETF","SEHK:2846",2846,
"Gemilang International Limited","SEHK:6163",6163,70.7422
"CK Life Sciences Int'l., (Holdings) Inc.","SEHK:775",775,87.3529
"C C Land Holdings Limited","SEHK:1224",1224,21.686
"China International Marine Containers (Group) Co., Ltd.","SEHK:2039",2039,31.0767
"ZTE Corporation","SEHK:763",763,31.1707
"Pentamaster International Limited","SEHK:1665",1665,14.0631
"iShares Asia Trust - iShares Core KOSPI 200 Index ETF","SEHK:9170",9170,
"iShares Asia Trust - iShares Core KOSPI 200 Index ETF","SEHK:3170",3170,
"iShares Asia Trust - iShares Core KOSPI 200 Index ETF","SEHK:83170",83170,
"Zhongyu Gas Holdings Limited","SEHK:3633",3633,41.8037
"iShares Asia Trust - iShares MSCI Emerging Asia Index ETF","SEHK:2802",2802,
"Pacific Basin Shipping Limited","SEHK:2343",2343,-5.7325
"Xinjiang Goldwind Science & Technology Co., Ltd.","SEHK:2208",2208,23.8262
"Xinyi Solar Holdings Limited","SEHK:968",968,53.0358
"iShares Asia Trust - iShares Core MSCI AC Asia ex Japan Index ETF","SEHK:83010",83010,
"iShares Asia Trust - iShares Core MSCI AC Asia ex Japan Index ETF","SEHK:3010",3010,
"iShares Asia Trust - iShares Core MSCI AC Asia ex Japan Index ETF","SEHK:9010",9010,
"Lanzhou Zhuangyuan Pasture Co., Ltd.","SEHK:1533",1533,106.8094
"Fu Shou Yuan International Group Limited","SEHK:1448",1448,28.3995
"Geely Automobile Holdings Limited","SEHK:175",175,33.5676
"China Longyuan Power Group Corporation Limited","SEHK:916",916,16.7482
"L'Occitane International S.A.","SEHK:973",973,30.9828
"AKM Industrial Company Limited","SEHK:1639",1639,13.8945
"Vitasoy International Holdings Limited","SEHK:345",345,53.2912
"Zijin Mining Group Company Limited","SEHK:2899",2899,49.0808
"Qeeka Home (Cayman) Inc.","SEHK:1739",1739,66.6223
"Altus Holdings Limited","SEHK:8149",8149,-59.9939
"Greentown Service Group Co. Ltd.","SEHK:2869",2869,34.3701
"Sino Biopharmaceutical Limited","SEHK:1177",1177,58.3048
"Zhongsheng Group Holdings Limited","SEHK:881",881,19.8059
"China Overseas Property Holdings Limited","SEHK:2669",2669,29.287
"China Feihe Limited","SEHK:6186",6186,31.9338
"Techtronic Industries Company Limited","SEHK:669",669,44.1314
"Tsingtao Brewery Company Limited","SEHK:168",168,41.9181
"Kinergy Corporation Ltd.","SEHK:3302",3302,97.695
"Southeast Asia Properties & Finance Limited","SEHK:252",252,-4.1588
"Vanguard ETF Series - Vanguard S&P 500 Index ETF","SEHK:3140",3140,
"Symphony Holdings Limited","SEHK:1223",1223,-19.8173
"Vanguard ETF Series - Vanguard S&P 500 Index ETF","SEHK:83140",83140,
"Xinji Shaxi Group Co., Ltd","SEHK:3603",3603,28.0051
"Vanguard ETF Series - Vanguard S&P 500 Index ETF","SEHK:9140",9140,
"COFCO Joycome Foods Limited","SEHK:1610",1610,4.9286
"China Tobacco International (HK) Company Limited","SEHK:6055",6055,49.9188
"CSOP ETF Series - CSOP S&P New China Sectors ETF","SEHK:9167",9167,
"CSOP ETF Series - CSOP S&P New China Sectors ETF","SEHK:83167",83167,
"CSOP ETF Series - CSOP S&P New China Sectors ETF","SEHK:3167",3167,
"S-Enjoy Service Group Co., Limited","SEHK:1755",1755,38.4396
"Wison Engineering Services Co. Ltd.","SEHK:2236",2236,36.4401
"Tianda Pharmaceuticals Limited","SEHK:455",455,-23.4858
"Sihuan Pharmaceutical Holdings Group Ltd.","SEHK:460",460,-33.0954
"Sheng Ye Capital Limited","SEHK:6069",6069,14.0926
"Yincheng Life Service CO., Ltd.","SEHK:1922",1922,22.5474
"Yum China Holdings, Inc.","SEHK:9987",9987,31.5949
"Comba Telecom Systems Holdings Limited","SEHK:2342",2342,52.6597
"China Molybdenum Co., Ltd.","SEHK:3993",3993,67.9461
"Powerlong Commercial Management Holdings Limited","SEHK:9909",9909,55.5618
"Yongsheng Advanced Materials Company Limited","SEHK:3608",3608,23.8976
"Orient Overseas (International) Limited","SEHK:316",316,45.4118
"Air China Limited","SEHK:753",753,-10.3543
"ABF Hong Kong Bond Index Fund","SEHK:2819",2819,
"MECOM Power and Construction Limited","SEHK:1183",1183,140.5842
"Chen Lin Education Group Holdings Limited","SEHK:1593",1593,35.2986
"Johnson Electric Holdings Limited","SEHK:179",179,-4.7859
"Overseas Chinese Town (Asia) Holdings Limited","SEHK:3366",3366,-16.4096
"Shandong Gold Mining Co., Ltd.","SEHK:1787",1787,43.1463
"ChinaAMC ETF Series - ChinaAMC CSI 300 Index ETF","SEHK:83188",83188,
"Wealthy Way Group Limited","SEHK:3848",3848,24.8373
"ChinaAMC ETF Series - ChinaAMC CSI 300 Index ETF","SEHK:3188",3188,
"Q Technology (Group) Company Limited","SEHK:1478",1478,20.3268
"Yincheng International Holding Co., Ltd.","SEHK:1902",1902,15.1256
"AK Medical Holdings Limited","SEHK:1789",1789,34.7554
"S E A Holdings Limited","SEHK:251",251,37.2898
"Vincent Medical Holdings Limited","SEHK:1612",1612,12.4027
"CEC International Holdings Limited","SEHK:759",759,26.0231
"Poly Property Services Co., Ltd.","SEHK:6049",6049,40.7074
"Everbright Securities Company Limited","SEHK:6178",6178,27.2892
"Haitong ETF Series - Haitong CSI300 Index ETF","SEHK:2811",2811,
"Café de Coral Holdings Limited","SEHK:341",341,121.0454
"ISDN Holdings Limited","SEHK:1656",1656,17.3852
"AviChina Industry & Technology Company Limited","SEHK:2357",2357,23.0955
"Jiangxi Copper Company Limited","SEHK:358",358,42.802
"Intron Technology Holdings Limited","SEHK:1760",1760,55.2941
"Haitong ETF Series - Haitong CSI300 Index ETF","SEHK:82811",82811,
"Y. T. Realty Group Limited","SEHK:75",75,228.8143
"Riverine China Holdings Limited","SEHK:1417",1417,30.685
"Zhaojin Mining Industry Company Limited","SEHK:1818",1818,20.6544
"Melco International Development Limited","SEHK:200",200,-7.1988
"China Isotope & Radiation Corporation","SEHK:1763",1763,28.4026
"Times Neighborhood Holdings Limited","SEHK:9928",9928,39.6392
"Chinese Estates Holdings Limited","SEHK:127",127,10.775
"Viva Biotech Holdings","SEHK:1873",1873,-34.2241
"Shanghai Kindly Medical Instruments Co., Ltd.","SEHK:1501",1501,45.9882
"China Mengniu Dairy Company Limited","SEHK:2319",2319,42.9083
"Fast Retailing Co., Ltd.","SEHK:6288",6288,124.5216
"ANTA Sports Products Limited","SEHK:2020",2020,57.4716
"Xiabuxiabu Catering Management (China) Holdings Co., Ltd.","SEHK:520",520,-138.3533
"Sunny Optical Technology (Group) Company Limited","SEHK:2382",2382,40.7558
"Li Ning Company Limited","SEHK:2331",2331,65.069
"Nanjing Panda Electronics Company Limited","SEHK:553",553,189.54
"Premia ETF Series - US Treasury Floating Rate ETF","SEHK:9077",9077,
"Premia ETF Series - US Treasury Floating Rate ETF","SEHK:3077",3077,
"Jinxin Fertility Group Limited","SEHK:1951",1951,101.2142
"Ishares Msci Emerging Markets Index Etf","SEHK:9022",9022,
"Ishares Msci Emerging Markets Index Etf","SEHK:3022",3022,
"Flat Glass Group Co., Ltd.","SEHK:6865",6865,66.9065
"Huazhong In-Vehicle Holdings Company Limited","SEHK:6830",6830,36.5875
"Hope Education Group Co., Ltd.","SEHK:1765",1765,89.9467
"C-MER Eye Care Holdings Limited","SEHK:3309",3309,-507.9555
"Xinte Energy Co., Ltd.","SEHK:1799",1799,125.6852
"L.K. Technology Holdings Limited","SEHK:558",558,104.7464
"China Resources Beer (Holdings) Company Limited","SEHK:291",291,109.7941
"Ganfeng Lithium Co., Ltd.","SEHK:1772",1772,394.3715
"Chinasoft International Limited","SEHK:354",354,24.2052
"China Aluminum International Engineering Corporation Limited","SEHK:2068",2068,-55.2037
"Country Garden Services Holdings Company Limited","SEHK:6098",6098,73.3397
"BOE Varitronix Limited","SEHK:710",710,115.0347
"Ever Sunshine Lifestyle Services Group Limited","SEHK:1995",1995,87.2153
"Fusen Pharmaceutical Company Limited","SEHK:1652",1652,38.4279
"AAC Technologies Holdings Inc.","SEHK:2018",2018,28.0218
"WuXi AppTec Co., Ltd.","SEHK:2359",2359,145.9111
"Haidilao International Holding Ltd.","SEHK:6862",6862,597.2571
"Yihai International Holding Ltd.","SEHK:1579",1579,102.9736
"BMO ETF - BMO Nasdaq 100 ETF","SEHK:3086",3086,
"BMO ETF - BMO Nasdaq 100 ETF","SEHK:9086",9086,
"YTO Express (International) Holdings Limited","SEHK:6123",6123,19.6572
"BYD Electronic (International) Company Limited","SEHK:285",285,23.8536
"Tencent Holdings Limited","SEHK:700",700,44.8891
"Kingsoft Corporation Limited","SEHK:3888",3888,634.874
"Perennial Energy Holdings Limited","SEHK:2798",2798,80.934
"Wuling Motors Holdings Limited","SEHK:305",305,-17.8638
"Pharmaron Beijing Co., Ltd.","SEHK:3759",3759,100.0363
"MicroPort Scientific Corporation","SEHK:853",853,-130.9206
"Dynamic Holdings Limited","SEHK:29",29,-46.6726
"Jinchuan Group International Resources Co. Ltd","SEHK:2362",2362,-93.7878
"BYD Company Limited","SEHK:1211",1211,150.4665
"Clear Media Limited","SEHK:100",100,-8.4299
"Beijing Media Corporation Limited","SEHK:1000",1000,-0.9275
"Hong Kong Shanghai Alliance Holdings Limited","SEHK:1001",1001,-1.688
"V.S. International Group Limited","SEHK:1002",1002,-9.1134
"Huanxi Media Group Limited","SEHK:1003",1003,-44.2571
"China Smarter Energy Group Holdings Limited","SEHK:1004",1004,-5.3546
"Brilliant Circle Holdings International Limited","SEHK:1008",1008,3.5165
"International Entertainment Corporation","SEHK:1009",1009,-1.939
"PacRay International Holdings Limited","SEHK:1010",1010,-36.593
"China NT Pharma Group Company Limited","SEHK:1011",1011,-0.3783
"Wai Chun Group Holdings Limited","SEHK:1013",1013,-7.7287
"Summit Ascent Holdings Limited","SEHK:102",102,-520.9216
"Cybernaut International Holdings Company Limited","SEHK:1020",1020,-1.8398
"Feiyu Technology International Company Ltd.","SEHK:1022",1022,-7.3366
"Kuaishou Technology","SEHK:1024",1024,-9.2637
"KNT Holdings Limited","SEHK:1025",1025,-1.9294
"Universal Technologies Holdings Limited","SEHK:1026",1026,-13.3643
"China Jicheng Holdings Limited","SEHK:1027",1027,-12.1989
"C.banner International Holdings Limited","SEHK:1028",1028,-1.3456
"IRC Limited","SEHK:1029",1029,-31.0038
"Shougang Concord Century Holdings Limited","SEHK:103",103,5.0898
"Sinopec Oilfield Service Corporation","SEHK:1033",1033,74.2221
"Fullwealth Construction Holdings Company Limited","SEHK:1034",1034,-60.4069
"Vanke Overseas Investment Holding Company Limited","SEHK:1036",1036,9.1694
"Maxnerva Technology Services Limited","SEHK:1037",1037,23.5803
"Changyou Alliance Group Limited","SEHK:1039",1039,-14.2822
"Asia Commercial Holdings Limited","SEHK:104",104,-1.7598
"Lamtex Holdings Limited","SEHK:1041",1041,
"Coslight Technology International Group Limited","SEHK:1043",1043,
"Universe Entertainment and Culture Group Company Limited","SEHK:1046",1046,-18.876
"Ngai Hing Hong Company Limited","SEHK:1047",1047,-29.1223
"Celestial Asia Securities Holdings Limited","SEHK:1049",1049,-1.8779
"G-Resources Group Limited","SEHK:1051",1051,4.1896
"Chongqing Iron & Steel Company Limited","SEHK:1053",1053,22.9357
"China Southern Airlines Company Limited","SEHK:1055",1055,-9.9386
"Zhejiang Shibao Company Limited","SEHK:1057",1057,-33.3504
"Guangdong Tannery Limited","SEHK:1058",1058,-5.0734
"Kantone Holdings Limited","SEHK:1059",1059,18.4833
"Alibaba Pictures Group Limited","SEHK:1060",1060,-26.1562
"China Development Bank International Investment Limited","SEHK:1062",1062,1.5234
"Suncorp Technologies Limited","SEHK:1063",1063,-3.2071
"Zhong Hua International Holdings Limited","SEHK:1064",1064,-5.147
"China Yurun Food Group Limited","SEHK:1068",1068,-0.5795
"China Bozza Development Holdings Limited","SEHK:1069",1069,-0.4242
"Da Yu Financial Holdings Limited","SEHK:1073",1073,"NA"
"Imperial Pacific International Holdings Limited","SEHK:1076",1076,-0.9626
"PINE Technology Holdings Limited","SEHK:1079",1079,-0.9979
"GR Properties Limited","SEHK:108",108,31.7007
"Shengli Oil & Gas Pipe Holdings Limited","SEHK:1080",1080,-1.995
"Hong Kong Education (Int'l) Investments Limited","SEHK:1082",1082,-11.0004
"Green Future Food Hydrocolloid Marine Science Company Limited","SEHK:1084",1084,10.473
"Goodbaby International Holdings Limited","SEHK:1086",1086,16.3244
"InvesTech Holdings Limited","SEHK:1087",1087,-1.4565
"Good Resources Holdings Limited","SEHK:109",109,
"Da Ming International Holdings Limited","SEHK:1090",1090,11.6649
"South Manganese Investment Limited","SEHK:1091",1091,-6.933
"China Public Procurement Limited","SEHK:1094",1094,-4.8028
"Sino Energy International Holdings Group Limited","SEHK:1096",1096,
"i-CABLE Communications Limited","SEHK:1097",1097,-1.3343
"China Fortune Holdings Limited","SEHK:110",110,-4.1446
"China Huarong Energy Company Limited","SEHK:1101",1101,-0.4854
"Enviro Energy International Holdings Limited","SEHK:1102",1102,-4.1147
"Shanghai Dasheng Agriculture Finance Technology Co., Ltd.","SEHK:1103",1103,-1.6751
"Sing Tao News Corporation Limited","SEHK:1105",1105,-10.9655
"Ming Lam Holdings Limited","SEHK:1106",1106,
"Luoyang Glass Company Limited","SEHK:1108",1108,83.2808
"Cinda International Holdings Limited","SEHK:111",111,6.4123
"Tibet Water Resources Ltd.","SEHK:1115",1115,-2.5005
"Mayer Holdings Limited","SEHK:1116",1116,182.1058
"China Modern Dairy Holdings Ltd.","SEHK:1117",1117,34.6535
"iDreamSky Technology Holdings Limited","SEHK:1119",1119,12.7903
"Lerthai Group Limited","SEHK:112",112,-2.4615
"Arts Optical International Holdings Limited","SEHK:1120",1120,-1.7078
"Baofeng Modern International Holdings Company Limited","SEHK:1121",1121,-16.9021
"China-Hongkong Photo Products Holdings Limited","SEHK:1123",1123,-19.3854
"Coastal Greenland Limited","SEHK:1124",1124,-1.2364
"Lai Fung Holdings Limited","SEHK:1125",1125,-2.1614
"Wynn Macau, Limited","SEHK:1128",1128,-16.5629
"China Water Industry Group Limited","SEHK:1129",1129,4.5345
"China Environmental Resources Group Limited","SEHK:1130",1130,-2.8592
"Agritrade Resources Limited","SEHK:1131",1131,
"Orange Sky Golden Harvest Entertainment (Holdings) Limited","SEHK:1132",1132,-2.1956
"Harbin Electric Company Limited","SEHK:1133",1133,30.0858
"Kelfred Holdings Limited","SEHK:1134",1134,-197.3916
"Hong Kong Television Network Limited","SEHK:1137",1137,-513.3873
"Wealthking Investments Limited","SEHK:1140",1140,-2.0562
"Siberian Mining Group Company Limited","SEHK:1142",1142,-0.2362
"Link-Asia International MedTech Group Limited","SEHK:1143",1143,-1.595
"Courage Investment Group Limited","SEHK:1145",1145,-38.5348
"China Outfitters Holdings Limited","SEHK:1146",1146,-8.1677
"Edensoft Holdings Limited","SEHK:1147",1147,11.1647
"Xinchen China Power Holdings Limited","SEHK:1148",1148,-4.632
"Grand Field Group Holdings Limited","SEHK:115",115,-1.9667
"Milan Station Holdings Limited","SEHK:1150",1150,-12.1831
"Momentum Financial Holdings Limited","SEHK:1152",1152,-4.2032
"Jiayuan Services Holdings Limited","SEHK:1153",1153,34.7309
"China New Energy Limited","SEHK:1156",1156,5.2889
"Starlight Culture Entertainment Group Limited","SEHK:1159",1159,9.058
"Youth Champ Financial Group Holdings Limited","SEHK:1160",1160,-13.1741
"Lumina Group Limited","SEHK:1162",1162,12.268
"Adtiger Corporations Limited","SEHK:1163",1163,15.7407
"Shunfeng International Clean Energy Limited","SEHK:1165",1165,-0.4355
"Solartech International Holdings Limited","SEHK:1166",1166,-1.2686
"Jacobio Pharmaceuticals Group Co., Ltd.","SEHK:1167",1167,-12.4688
"Sinolink Worldwide Holdings Limited","SEHK:1168",1168,-3.2969
"Tianli Holdings Group Limited","SEHK:117",117,-3.5025
"Magnus Concordia Group Limited","SEHK:1172",1172,-5.0709
"Veeko International Holdings Limited","SEHK:1173",1173,-0.6678
"Fresh Express Delivery Holdings Group Co., Limited","SEHK:1175",1175,-1
"Zhuguang Holdings Group Company Limited","SEHK:1176",1176,26.4401
"Huiyin Holdings Group Limited","SEHK:1178",1178,
"Huazhu Group Limited","SEHK:1179",1179,-53.0725
"Cosmos Machinery Enterprises Limited","SEHK:118",118,-32.3248
"Paradise Entertainment Limited","SEHK:1180",1180,-7.4001
"Success Dragon International Holdings Limited","SEHK:1182",1182,-17.7691
"China Energine International (Holdings) Limited","SEHK:1185",1185,-0.6618
"Hybrid Kinetic Group Limited","SEHK:1188",1188,-1.6402
"Greater Bay Area Dynamic Growth Holding Limited","SEHK:1189",1189,-2.7919
"Bolina Holding Co., Ltd.","SEHK:1190",1190,
"China Gem Holdings Limited","SEHK:1191",1191,-0.4703
"Titan Petrochemicals Group Limited","SEHK:1192",1192,0.0799
"Bay Area Gold Group Limited","SEHK:1194",1194,-0.7217
"Kingwell Group Limited","SEHK:1195",1195,-9.6476
"Realord Group Holdings Limited","SEHK:1196",1196,-13.8836
"Royale Home Holdings Limited","SEHK:1198",1198,-40.436
"Cosmopolitan International Holdings Limited","SEHK:120",120,-54.1182
"Midland Holdings Limited","SEHK:1200",1200,-3.8808
"Tesson Holdings Limited","SEHK:1201",1201,-8.0162
"Chengdu PUTIAN Telecommunications Cable Company Limited","SEHK:1202",1202,-7.4433
"CITIC Resources Holdings Limited","SEHK:1205",1205,-16.118
"Technovator International Limited","SEHK:1206",1206,5.3915
"SRE Group Limited","SEHK:1207",1207,-0.3816
"MMG Limited","SEHK:1208",1208,-18.9878
"China Resources Mixc Lifestyle Services Limited","SEHK:1209",1209,177.8244
"Christine International Holdings Limited","SEHK:1210",1210,-0.7818
"Lifestyle International Holdings Limited","SEHK:1212",1212,27.2838
"Kai Yuan Holdings Limited","SEHK:1215",1215,-10.839
"China Innovation Investment Limited","SEHK:1217",1217,-8.8814
"Easyknit International Holdings Limited","SEHK:1218",1218,-1.7549
"Crocodile Garments Limited","SEHK:122",122,-1.2559
"Zhidao International (Holdings) Limited","SEHK:1220",1220,-2.192
"China Investment and Finance Group Limited","SEHK:1226",1226,-1.1293
"National Investments Fund Limited","SEHK:1227",1227,
"Nan Nan Resources Enterprise Limited","SEHK:1229",1229,-0.9733
"Yashili International Holdings Ltd","SEHK:1230",1230,23.6268
"Newton Resources Ltd","SEHK:1231",1231,-91.3097
"Travel Expert (Asia) Enterprises Limited","SEHK:1235",1235,-2.7171
"China Environmental Technology and Bioenergy Holdings Limited","SEHK:1237",1237,-1.1322
"Teamway International Group Holdings Limited","SEHK:1239",1239,-3.1159
"Guangdong Land Holdings Limited","SEHK:124",124,0.9657
"Shuanghua Holdings Limited","SEHK:1241",1241,-2.0568
"Niraku GC Holdings, Inc.","SEHK:1245",1245,-2.1685
"Boill Healthcare Holdings Limited","SEHK:1246",1246,-1.3867
"Miko International Holdings Limited","SEHK:1247",1247,-0.2719
"Sun Hing Vision Group Holdings Limited","SEHK:125",125,-2.1098
"Beijing Enterprises Clean Energy Group Limited","SEHK:1250",1250,18.7669
"SPT Energy Group Inc.","SEHK:1251",1251,4.5193
"China Tianrui Group Cement Company Limited","SEHK:1252",1252,9.1535
"China Greenland Broad Greenstate Group Company Limited","SEHK:1253",1253,13.0846
"TATA Health International Holdings Limited","SEHK:1255",1255,-3.292
"Prosperous Future Holdings Limited","SEHK:1259",1259,165.9409
"Wonderful Sky Financial Group Holdings Limited","SEHK:1260",1260,16.8321
"Labixiaoxin Snacks Group Limited","SEHK:1262",1262,-1.4475
"PC Partner Group Limited","SEHK:1263",1263,10.3167
"Tianjin Jinran Public Utilities Company Limited","SEHK:1265",1265,186.7309
"Xiwang Special Steel Company Limited","SEHK:1266",1266,-1.6949
"China First Capital Group Limited","SEHK:1269",1269,-0.2105
"Langham Hospitality Investments Limited","SEHK:1270",1270,-1.415
"ENM Holdings Limited","SEHK:128",128,-16.9371
"Qidian International Co., Ltd.","SEHK:1280",1280,-1.3639
"LongiTech Smart Energy Holding Limited","SEHK:1281",1281,-0.6927
"Glory Sun Financial Group Limited","SEHK:1282",1282,19.3026
"Accel Group Holdings Limited","SEHK:1283",1283,19.9466
"Wuxi Sunlit Science and Technology Company Limited","SEHK:1289",1289,36.7522
"Asia Standard International Group Limited","SEHK:129",129,1.8962
"Changan Minsheng APLL Logistics Co., Ltd.","SEHK:1292",1292,-2.894
"Grand Baoxin Auto Group Limited","SEHK:1293",1293,5.1891
"Guodian Technology & Environment Group Corporation Limited","SEHK:1296",1296,-4.0383
"Sinosoft Technology Group Limited","SEHK:1297",1297,5.9898
"Yunnan Energy International Co. Limited","SEHK:1298",1298,-7.6926
"Moiselle International Holdings Limited","SEHK:130",130,-0.7509
"Trigiant Group Limited","SEHK:1300",1300,-6619.2132
"D&G Technology Holding Company Limited","SEHK:1301",1301,-17.4136
"LifeTech Scientific Corporation","SEHK:1302",1302,110.0896
"Huili Resources (Group) Limited","SEHK:1303",1303,-4.5717
"Wai Chi Holdings Company Limited","SEHK:1305",1305,4.8381
"Tongfang Kontafarma Holdings Limited","SEHK:1312",1312,33.203
"Tsui Wah Holdings Limited","SEHK:1314",1314,-1.4896
"Vision Fame International Holding Limited","SEHK:1315",1315,-32.1133
"China Maple Leaf Educational Systems Limited","SEHK:1317",1317,10.511
"China Investments Holdings Limited","SEHK:132",132,43.0347
"China New City Commercial Development Limited","SEHK:1321",1321,13.9522
"Huasheng International Holding Limited","SEHK:1323",1323,-29.206
"Transmit Entertainment Limited","SEHK:1326",1326,-2.7474
"Luxxu Group Limited","SEHK:1327",1327,-0.4376
"Goldstream Investment Limited","SEHK:1328",1328,-33.8748
"Beijing Capital Grand Limited","SEHK:1329",1329,-6.2265
"China Touyun Tech Group Limited","SEHK:1332",1332,-16.1093
"China Zhongwang Holdings Limited","SEHK:1333",1333,6.2169
"Sheen Tai Holdings Group Company Limited","SEHK:1335",1335,-7.3758
"Razer Inc.","SEHK:1337",1337,-55.3776
"BaWang International (Group) Holding Limited","SEHK:1338",1338,48.0177
"Huisheng International Holdings Limited","SEHK:1340",1340,-0.4864
"Hao Tian International Construction Investment Group Limited","SEHK:1341",1341,-221.3221
"Wei Yuan Holdings Limited","SEHK:1343",1343,32.6075
"China Pioneer Pharma Holdings Limited","SEHK:1345",1345,27.4239
"Hua Hong Semiconductor Limited","SEHK:1347",1347,97.9535
"Quali-Smart Holdings Limited","SEHK:1348",1348,-5.3256
"Bright Future Technology Holdings Limited","SEHK:1351",1351,
"Legend Strategy International Holdings Group Company Limited","SEHK:1355",1355,-10.9348
"Meitu, Inc.","SEHK:1357",1357,-107.7768
"PW Medtech Group Limited","SEHK:1358",1358,5.1207
"HengTen Networks Group Limited","SEHK:136",136,2243.6165
"NOVA Group Holdings Limited","SEHK:1360",1360,1.5087
"361 Degrees International Limited","SEHK:1361",1361,8.4884
"SiS Mobile Holdings Limited","SEHK:1362",1362,-15.4351
"CT Environmental Group Limited","SEHK:1363",1363,-9.0483
"China Rundong Auto Group Limited","SEHK:1365",1365,-0.0657
"Jiangnan Group Limited","SEHK:1366",1366,6.7218
"SFund International Holdings Limited","SEHK:1367",1367,-2.8338
"Jinhui Holdings Company Limited","SEHK:137",137,-3.5888
"Aowei Holding Limited","SEHK:1370",1370,-7.5905
"China LotSynergy Holdings Limited","SEHK:1371",1371,-0.2906
"Bisu Technology Group International Limited","SEHK:1372",1372,-3.7922
"Central China Securities Co., Ltd.","SEHK:1375",1375,-117.4114
"Raffles Interior Limited","SEHK:1376",1376,6.925
"Wenling Zhejiang Measuring and Cutting Tools Trading Centre Company Limited","SEHK:1379",1379,13.5514
"CCT Fortis Holdings Limited","SEHK:138",138,-0.6267
"China Kingstone Mining Holdings Limited","SEHK:1380",1380,-1.2549
"Suncity Group Holdings Limited","SEHK:1383",1383,-11.4621
"Shanghai Fudan Microelectronics Group Company Limited","SEHK:1385",1385,-1503.756
"Vestate Group Holdings Limited","SEHK:1386",1386,-1.2593
"China Dili Group","SEHK:1387",1387,50.2105
"Major Holdings Limited","SEHK:1389",1389,-5.3658
"Central Wealth Group Holdings Limited","SEHK:139",139,2.5254
"Hidili Industry International Development Limited","SEHK:1393",1393,-1.5544
"ELL Environmental Holdings Limited","SEHK:1395",1395,28.6695
"Guangdong - Hong Kong Greater Bay Area Holdings Limited","SEHK:1396",1396,-9.8255
"Baguio Green Group Limited","SEHK:1397",1397,-44.7801
"Veson Holdings Limited","SEHK:1399",1399,25.4949
"Moody Technology Holdings Limited","SEHK:1400",1400,-0.0999
"Sprocomm Intelligence Limited","SEHK:1401",1401,12.4401
"Macau E&M Holding Limited","SEHK:1408",1408,5.73
"Sky Chinafortune Holdings Group Limited","SEHK:141",141,45.5362
"CTR Holdings Limited","SEHK:1416",1416,-74260.6812
"Sinomax Group Limited","SEHK:1418",1418,-1.8989
"Human Health Holdings Limited","SEHK:1419",1419,-14.1135
"Chuan Holdings Limited","SEHK:1420",1420,-2.7501
"Kingbo Strike Limited","SEHK:1421",1421,-1.3895
"China Tianbao Group Development Company Limited","SEHK:1427",1427,6.0203
"Skymission Group Holdings Limited","SEHK:1429",1429,5.862
"Guoan International Limited","SEHK:143",143,-8.3926
"YuanShengTai Dairy Farm Limited","SEHK:1431",1431,10.0994
"China Shengmu Organic Milk Limited","SEHK:1432",1432,20.2697
"Cirtek Holdings Limited","SEHK:1433",1433,34.9216
"Mobile Internet (China) Holdings Limited","SEHK:1439",1439,-0.1838
"Deyun Holding Ltd.","SEHK:1440",1440,17.3923
"Infinity Logistics and Transport Ventures Limited","SEHK:1442",1442,17.9152
"Fulum Group Holdings Limited","SEHK:1443",1443,-0.4853
"Leader Education Limited","SEHK:1449",1449,10.8875
"The Hong Kong Building And Loan Agency Limited","SEHK:145",145,-0.9741
"Century Sage Scientific Holdings Limited","SEHK:1450",1450,-0.8609
"MS Group Holdings Limited","SEHK:1451",1451,7.018
"Denox Environmental & Technology Holdings Limited","SEHK:1452",1452,-2.509
"Fourace Industries Group Holdings Limited","SEHK:1455",1455,5.2489
"Guolian Securities Co., Ltd.","SEHK:1456",1456,60.6188
"Tai Ping Carpets International Limited","SEHK:146",146,-11.9232
"ICO Group Limited","SEHK:1460",1460,3.0032
"LUZHENG FUTURES Company Limited","SEHK:1461",1461,16.3923
"Gold-Finance Holdings Limited","SEHK:1462",1462,
"C-Link Squared Limited","SEHK:1463",1463,294.8431
"Affluent Partners Holdings Limited","SEHK:1466",1466,-0.1216
"Kingkey Financial International (Holdings) Limited","SEHK:1468",1468,-36.8145
"International Business Settlement Holdings Limited","SEHK:147",147,-9.834
"Prosper One International Holdings Company Limited","SEHK:1470",1470,-1.4032
"Pangaea Connectivity Technology Limited","SEHK:1473",1473,17.6393
"Hengtai Securities Co., Ltd","SEHK:1476",1476,28.9794
"Ocumension Therapeutics","SEHK:1477",1477,-4.3924
"Yan Tat Group Holdings Limited","SEHK:1480",1480,8.7902
"U Banquet Group Holding Limited","SEHK:1483",1483,-20.6799
"C Cheng Holdings Limited","SEHK:1486",1486,-19.8886
"Best Food Holding Company Limited","SEHK:1488",1488,-5.1397
"China Agri-Products Exchange Limited","SEHK:149",149,213.7032
"Cheshi Holdings Limited","SEHK:1490",1490,18.8475
"China ZhongDi Dairy Holdings Company Limited","SEHK:1492",1492,14.5871
